date,0
1990-01-01,4.110474000000001
1990-01-02,4.104522
1990-01-03,4.143755
1990-01-04,4.153882
1990-01-05,4.1743310000000005
1990-01-06,4.174338
1990-01-07,4.192771
1990-01-08,4.1898550000000006
1990-01-09,4.21487
1990-01-10,4.182298
1990-01-11,4.182124
1990-01-12,4.168983000000001
1990-01-13,4.166568
1990-01-14,4.150522
1990-01-15,4.154213
1990-01-16,4.147075
1990-01-17,4.1456919999999995
1990-01-18,4.140866
1990-01-19,4.174074
1990-01-20,4.176586
1990-01-21,4.1742669999999995
1990-01-22,4.180197
1990-01-23,4.182579
1990-01-24,4.194611000000001
1990-01-25,4.205548
1990-01-26,4.18748
1990-01-27,4.163958
1990-01-28,4.164332
1990-01-29,4.1654860000000005
1990-01-30,4.162173
1990-01-31,4.158618
1990-02-01,4.159027
1990-02-02,4.1739749999999995
1990-02-03,4.186965
1990-02-04,4.202259000000001
1990-02-05,4.213683
1990-02-06,4.205718
1990-02-07,4.183180000000001
1990-02-08,4.181602
1990-02-09,4.176443
1990-02-10,4.150629
1990-02-11,4.126737
1990-02-12,4.121798
1990-02-13,4.137366999999999
1990-02-14,4.1239680000000005
1990-02-15,4.131448000000001
1990-02-16,4.105855
1990-02-17,4.090492
1990-02-18,4.082588
1990-02-19,4.096616
1990-02-20,4.097523
1990-02-21,4.104618
1990-02-22,4.090588000000001
1990-02-23,4.092028
1990-02-24,4.071453
1990-02-25,4.078989
1990-02-26,4.078749
1990-02-27,4.088037
1990-02-28,4.097997
1990-03-01,4.101968
1990-03-02,4.12305
1990-03-03,4.142494
1990-03-04,4.123574
1990-03-05,4.1365039999999995
1990-03-06,4.146415
1990-03-07,4.146032
1990-03-08,4.145175
1990-03-09,4.148258
1990-03-10,4.145419
1990-03-11,4.158436000000001
1990-03-12,4.160035
1990-03-13,4.152811000000001
1990-03-14,4.141821
1990-03-15,4.143457000000001
1990-03-16,4.159744
1990-03-17,4.169391
1990-03-18,4.153926
1990-03-19,4.149901
1990-03-20,4.152574
1990-03-21,4.16368
1990-03-22,4.15319
1990-03-23,4.149727
1990-03-24,4.153928
1990-03-25,4.149302
1990-03-26,4.156286000000001
1990-03-27,4.159432000000001
1990-03-28,4.183965000000001
1990-03-29,4.200366000000001
1990-03-30,4.202088
1990-03-31,4.223871
1990-04-01,4.227348000000001
1990-04-02,4.224369000000001
1990-04-03,4.2347920000000006
1990-04-04,4.221395000000001
1990-04-05,4.225189000000001
1990-04-06,4.235391000000001
1990-04-07,4.229609
1990-04-08,4.223019000000001
1990-04-09,4.217343
1990-04-10,4.230099
1990-04-11,4.217391000000001
1990-04-12,4.219953000000001
1990-04-13,4.233957000000001
1990-04-14,4.235477
1990-04-15,4.211356
1990-04-16,4.220132000000001
1990-04-17,4.204308
1990-04-18,4.21936
1990-04-19,4.230492
1990-04-20,4.234712
1990-04-21,4.2168220000000005
1990-04-22,4.226715
1990-04-23,4.243717
1990-04-24,4.250033
1990-04-25,4.24889
1990-04-26,4.248448
1990-04-27,4.268646
1990-04-28,4.284368000000001
1990-04-29,4.283951
1990-04-30,4.290401000000001
1990-05-01,4.291508
1990-05-02,4.2900350000000005
1990-05-03,4.301395000000001
1990-05-04,4.312583000000001
1990-05-05,4.304582
